"id"	"disease_code"	"disease_name"	"diseaseICD"	"disease_category"
"21099"	"AMTYWZD"	"安眠酮意外中毒 (T42.601)"	"X41.956"	"中毒"
"21100"	"AMYYWZD"	"安眠药意外中毒 (T42.701)"	"X41.957"	"中毒"
"21101"	"AMTLADYYWZD"	"阿米替林安定药意外中毒 (T43.052)"	"X41.958"	"中毒"
"21102"	"LBQYWZD"	"氯丙嗪意外中毒 (T43.302)"	"X41.959"	"中毒"
"21103"	"LMNLDZYWZD"	"利眠宁[氯氮卓]意外中毒 (T42.403)"	"X41.960"	"中毒"
"21104"	"BBTYLYWZD"	"巴比妥盐类意外中毒 (T42.302)"	"X41.961"	"中毒"
"21105"	"BBAAFTMYWZD"	"苯丙胺[安非他明]意外中毒 (T43.653)"	"X41.962"	"中毒"
"21106"	"BYPDTLDSDYWZD"	"苯乙哌啶酮类[多睡丹]意外中毒 (T42.652)"	"X41.963"	"中毒"
"21107"	"SJYQYWZD"	"三聚乙醛意外中毒 (T42.653)"	"X41.964"	"中毒"
"21108"	"SHLQLYWZD"	"水合氯醛类意外中毒 (T42.655)"	"X41.965"	"中毒"
"21109"	"ZXDBYWZD"	"左旋多巴意外中毒 (T42.853)"	"X41.966"	"中毒"
"21110"	"XHWLYWZD"	"溴化物类意外中毒 (T42.654)"	"X41.967"	"中毒"
"21111"	"BTYNEBYNXNYWZD"	"苯妥英纳[二苯乙内酰尿]意外中毒 (T42.001)"	"X41.968"	"中毒"
"21112"	"BBBTYWZD"	"苯巴比妥意外中毒 (T42.303)"	"X41.969"	"中毒"
"21113"	"ADJZD"	"安定剂中毒 (T42.401)"	"X41.970"	"中毒"
"21114"	"SLADYWZD"	"舒乐安定意外中毒 (T42.404)"	"X41.971"	"中毒"
"21115"	"KDYYWZD"	"可待因意外中毒 (T40.251)"	"X42.951"	"中毒"
"21116"	"MJXEYAYWZD"	"麦角酰二乙胺(LSD)意外中毒 (T40.851)"	"X42.952"	"中毒"
"21117"	"HLYEYXMFZD"	"海洛因[二乙酰吗啡]中毒 (T40.151)"	"X42.953"	"中毒"
"21118"	"ATPDYWZD"	"阿托品的意外中毒 (T44.302)"	"X43.951"	"中毒"
"21119"	"DLDJYWZD"	"东莨菪碱意外中毒 (T44.303)"	"X43.952"	"中毒"
"21120"	"PLBXXHBATLYWZD"	"普鲁本辛[溴化丙胺太林]意外中毒 (T44.352)"	"X43.953"	"中毒"
"21121"	"SSXSYWZD"	"肾上腺素意外中毒 (T44.552)"	"X43.954"	"中毒"
"21122"	"YXDJYWZD"	"乙酰胆硷意外中毒 (T44.152)"	"X43.955"	"胆囊疾病"
"21123"	"ATYWZD"	"安坦意外中毒 (T44.305)"	"X43.956"	"中毒"
"21124"	"HSJYWZD"	"回苏剂意外中毒 (T50.751)"	"X44.951"	"中毒"
"21125"	"YDHXDLDGXYWZD"	"洋地黄[西地兰、地高辛]意外中毒 (T46.001)"	"X44.952"	"中毒"
"21126"	"YSTLSLYWZD"	"盐酸托拉苏林意外中毒 (T46.752)"	"X44.953"	"中毒"
"21127"	"YMYWZD"	"乙醚意外中毒 (T41.052)"	"X44.954"	"中毒"
"21128"	"TPZZLYWZD"	"糖皮质甾类意外中毒 (T38.052)"	"X44.955"	"中毒"
"21129"	"TJDJYWZD"	"筒箭毒硷意外中毒 (T48.152)"	"X44.956"	"中毒"
"21130"	"TBZLYWZD"	"头孢唑啉意外中毒 (T36.152)"	"X44.957"	"中毒"
"21131"	"TQDSQQDSYWZD"	"脱氢胆酸(去氢胆酸)意外中毒 (T47.552)"	"X44.958"	"胆囊疾病"
"21132"	"WSSYWZD"	"维生素意外中毒 (T45.253)"	"X44.959"	"中毒"
"21133"	"WFAMTLZD"	"胃复安[灭吐灵]中毒 (T47.151)"	"X44.960"	"胃部疾病"
"21134"	"WFACJ"	"误服氨茶硷 (T48.601)"	"X44.961"	"其它暂时无法归类的"
"21135"	"YWYWZD"	"药物意外中毒 (T50.901)"	"X44.962"	"中毒"
"21136"	"SLCTYWZD"	"山梨醇铁意外中毒 (T47.452)"	"X44.963"	"中毒"
"21137"	"SFZKYZD"	"伤风止咳药中毒 (T48.452)"	"X44.964"	"中毒"
"21138"	"PLKYYWZD"	"普鲁卡因意外中毒 (T41.352)"	"X44.965"	"中毒"
"21139"	"KGRYLYWZD"	"抗感染药类意外中毒 (T37.951)"	"X44.966"	"感染"
"21140"	"KSSLYWZD"	"抗生素类意外中毒 (T36.951)"	"X44.967"	"中毒"
"21141"	"LCYWZD"	"氯喘意外中毒 (T48.651)"	"X44.968"	"中毒"
"21142"	"JZXJYMZD"	"接种细菌疫苗中毒 (T50.957)"	"X44.969"	"细菌性疾病"
"21143"	"CTSBYWZD"	"次碳酸铋意外中毒 (T47.651)"	"X44.970"	"中毒"
"21144"	"HZPYWZD"	"化妆品意外中毒 (T49.852)"	"X44.971"	"中毒"
"21145"	"YQYWZD"	"氧气意外中毒 (T41.501)"	"X44.972"	"中毒"
"21146"	"BYYZD"	"避孕药中毒 (T38.401)"	"X44.973"	"中毒"
"21147"	"KNXYYWZD"	"抗凝血药意外中毒 (T45.502)"	"X44.974"	"中毒"
"21148"	"YBDYWZD"	"异搏定意外中毒 (T46.101)"	"X44.975"	"中毒"
"21149"	"ZXYWYWZD"	"止泻药物意外中毒 (T47.653)"	"X44.976"	"中毒"
"21150"	"QTYWZS"	"其他药物自杀 (T50.903)"	"X44.977"	"自杀"
"21151"	"WYYW"	"误用药物 (T50.904)"	"X44.978"	"药物引起的疾病"
"21152"	"JCYWZD"	"甲醇意外中毒 (T51.151)"	"X45.951"	"中毒"
"21153"	"YCYWZD"	"乙醇意外中毒 NOS (T51.001)"	"X45.952"	"中毒"
"21154"	"YBCYWZD"	"异丙醇意外中毒 (T51.252)"	"X45.953"	"中毒"
"21155"	"ZCYYWZD"	"杂醇油意外中毒 (T51.351)"	"X45.954"	"中毒"
"21156"	"WFMY"	"误服煤油 (T52.053)"	"X46.951"	"其它暂时无法归类的"
"21157"	"WFSYLCP"	"误服石油类产品 (T52.051)"	"X46.952"	"产科疾病"
"21158"	"SLYYWZD"	"石蜡油意外中毒 (T52.054)"	"X46.953"	"中毒"
"21159"	"SNYYWZD"	"石脑油意外中毒 (T52.055)"	"X46.954"	"脑炎"
"21160"	"JBYWZD"	"甲苯意外中毒 (T52.251)"	"X46.955"	"中毒"
"21161"	"BYWZD"	"苯意外中毒 (T52.101)"	"X46.956"	"中毒"
"21162"	"JTHLDYYHTYWZD"	"家庭火炉的一氧化碳意外中毒 (T58.X02)"	"X47.051"	"中毒"
"21163"	"DQYWZD"	"氮气意外中毒 (T59.855)"	"X47.951"	"中毒"
"21164"	"EYHLYWZD"	"二氧化硫意外中毒 (T59.152)"	"X47.952"	"中毒"
"21165"	"JDCFQYWZD"	"机动车废气意外中毒 (T59.852)"	"X47.953"	"中毒"
"21166"	"MQYWZD"	"煤气意外中毒 (T59.853) NOS"	"X47.954"	"中毒"
"21167"	"YHSYQYWZD"	"液化石油气意外中毒 (T59.802)"	"X47.955"	"中毒"
"21168"	"SMQYWZD"	"水煤气意外中毒 (T59.854)"	"X47.956"	"中毒"
"21169"	"LQYWZD"	"氯气意外中毒 (T59.401)"	"X47.957"	"中毒"
"21170"	"FLAYWZD"	"氟利昂意外中毒 (T59.551)"	"X47.958"	"中毒"
"21171"	"QTLYDYYHTYWZD"	"其他来源的一氧化碳意外中毒 (T58.X01)"	"X47.960"	"中毒"
"21172"	"JQYWZD"	"甲醛意外中毒 (T59.251)"	"X47.961"	"中毒"
"21173"	"LHQDYWZD"	"硫化氢的意外中毒 (T59.601)"	"X47.962"	"中毒"
"21174"	"EYHTDYWZD"	"二氧化碳的意外中毒 (T59.701)"	"X47.963"	"中毒"
"21175"	"AQYWZD"	"氨气意外中毒 (T59.801)"	"X47.964"	"中毒"
"21176"	"ZTYZQYWZD"	"总烃油蒸气意外中毒 (T59.803)"	"X47.965"	"中毒"
"21177"	"JGDFFDQTYWZD"	"经管道分发的气体意外中毒 (T59.901)"	"X47.966"	"中毒"
"21178"	"SYWZD"	"砷意外中毒 (T57.001)"	"X48.901"	"中毒"
"21179"	"SYWYWZD"	"砷药物意外中毒 (T57.002)"	"X48.902"	"中毒"
"21180"	"SYYWZD"	"鼠药意外中毒 (T60.451)"	"X48.951"	"中毒"
"21181"	"WFSY"	"误服鼠药 (T60.452)"	"X48.952"	"其它暂时无法归类的"
"21182"	"WFKCSCJ"	"误服昆虫杀虫剂 (T60.852)"	"X48.953"	"其它暂时无法归类的"
"21183"	"HHLSCJYWZD"	"混合类杀虫剂意外中毒 (T60.853)"	"X48.954"	"中毒"
"21184"	"NYYWZD"	"农药意外中毒 (T60.902)"	"X48.955"	"中毒"
"21185"	"JAJSNZYWZD"	"甲氨甲酸萘脂意外中毒 (T60.053)"	"X48.956"	"中毒"
"21186"	"CCJYWZD"	"除草剂意外中毒 (T60.351)"	"X48.957"	"中毒"
"21187"	"DDTYWZD"	"滴滴涕意外中毒 (T60.152)"	"X48.958"	"中毒"
"21188"	"DEEDYWZD"	"迪厄耳丁意外中毒 (T60.854)"	"X48.959"	"耳部疾病"
"21189"	"DDWYWZD"	"敌敌畏意外中毒 (T60.001)"	"X48.960"	"中毒"
"21190"	"DJJQYWZD"	"多聚甲醛意外中毒 (T60.352)"	"X48.961"	"中毒"
"21191"	"GMSJSZS"	"高锰酸钾烧灼伤 (T65.852)"	"X49.951"	"其它暂时无法归类的"
"21192"	"JJQGJYWZD"	"家俱起光剂意外中毒 (T65.853)"	"X49.952"	"中毒"
"21193"	"FSJYWZD"	"粉刷剂意外中毒 (T65.854)"	"X49.953"	"中毒"
"21194"	"GYWZD"	"汞意外中毒 (T56.101)"	"X49.954"	"中毒"
"21195"	"HQYQYCYWZD"	"含铅油漆烟尘意外中毒 (T56.053)"	"X49.955"	"中毒"
"21196"	"PSNQJJYWZD"	"硼酸钠(清洁剂)意外中毒 (T55.X52)"	"X49.956"	"中毒"
"21197"	"KXWSS"	"苛性物烧伤 (T54.302)"	"X49.957"	"烧伤"
"21198"	"FZFYWZD"	"肥皂(粉)意外中毒 (T55.X53)"	"X49.958"	"中毒"
"21199"	"BFYWZD"	"苯酚意外中毒 (T54.053)"	"X49.959"	"中毒"
"21200"	"BMZYWZD"	"蓖麻子意外中毒 (T62.254)"	"X49.960"	"中毒"
"21201"	"QYWZD"	"铅意外中毒 (T56.051)"	"X49.961"	"中毒"
"21202"	"WFQYHW"	"误服氢氧化物 (T54.351)"	"X49.962"	"其它暂时无法归类的"
"21203"	"XFJYWZD"	"洗发剂意外中毒 (T55.X54)"	"X49.963"	"中毒"
"21204"	"TYWZD"	"锑意外中毒 (T56.853)"	"X49.964"	"中毒"
"21205"	"YDDRLYWZD"	"有毒的肉类意外中毒 (T62.855)"	"X49.965"	"中毒"
"21206"	"NTJYWZD"	"粘贴剂意外中毒 (T65.855)"	"X49.966"	"中毒"
"21207"	"SSS"	"酸烧伤 (T54.253)"	"X49.967"	"烧伤"
"21208"	"SPLYWZD"	"食品类意外中毒 (T62.902)"	"X49.968"	"中毒"
"21209"	"XSYWZD"	"硝酸意外中毒 (T54.254)"	"X49.969"	"中毒"
"21210"	"ZWYLHFLYWZD"	"植物养料和肥料意外中毒 (T65.856)"	"X49.970"	"中毒"
"21211"	"PYWZD"	"铍意外中毒 (T56.751)"	"X49.971"	"中毒"
"21212"	"YXSYWZD"	"亚硝酸意外中毒 (T54.203)"	"X49.972"	"中毒"
"21213"	"MGLYWZD"	"蘑菇类意外中毒 (T62.001)"	"X49.973"	"中毒"
"21214"	"LKGYPTZD"	"龙葵果[野葡萄]中毒 (T62.201)"	"X49.974"	"中毒"
"21215"	"KXRYWZD"	"苦杏仁意外中毒 (T62.801)"	"X49.975"	"中毒"
"21216"	"QQZD"	"清漆中毒 (T65.601)"	"X49.976"	"中毒"
"21217"	"JSQXDJYWZD"	"加湿器消毒剂意外中毒 (T65.802)"	"X49.977"	"中毒"
"21218"	"LSYWZD"	"来苏意外中毒 (T65.803)"	"X49.978"	"中毒"
"21219"	"RFJGM"	"染发剂过敏 (T65.804)"	"X49.979"	"其它暂时无法归类的"
"21220"	"YLGDYQSS"	"用力过度引起损伤"	"X50.951"	"损伤"
"21221"	"JLHDYQSS"	"剧烈活动引起损伤"	"X50.952"	"损伤"
"21222"	"LXHYD"	"旅行和运动"	"X51.851"	"其它暂时无法归类的"
"21223"	"YCCB"	"晕车船病 (T75.302)"	"X51.951"	"晕动病"
"21224"	"CSCYSZZT"	"长时处于失重状态"	"X52.951"	"其它暂时无法归类的"
"21225"	"ZYYQDSS"	"噪音引起的损伤"	"X52.952"	"损伤"
"21226"	"SWQFYQDYYBZHTS"	"食物缺乏引起的营养不足或脱水"	"X53.851"	"营养过度"
"21227"	"PKYQDYYBZ"	"贫困引起的营养不足"	"X53.951"	"营养不良"
"21228"	"QSYQDYYBZ"	"缺水引起的营养不足"	"X54.851"	"营养不良"
"21229"	"CP"	"赤贫"	"X57.951"	"其它暂时无法归类的"
"21230"	"XSHYQDSSBBKQJ"	"性生活引起的损伤 (不包括:强奸Y05.-)"	"X58.051"	"损伤"
"21231"	"BLYQTTZDYSX"	"暴露于其他特指的因素下"	"X58.951"	"其它暂时无法归类的"
"21232"	"FHXWS"	"复合性外伤"	"X59.951"	"其它暂时无法归类的"
"21233"	"GZ"	"骨折"	"X59.952"	"骨折"
"21234"	"JXZYWSS"	"军训中意外损伤"	"X59.953"	"损伤"
"21235"	"QTHWTZDHJHYWYY"	"其他和未特指的环境和意外原因"	"X59.954"	"其它暂时无法归类的"
"21236"	"YWSG"	"意外事故 NOS"	"X59.955"	"其它暂时无法归类的"
"21237"	"BTGMFY"	"变态(过敏)反应 (T78.401)"	"X59.956"	"其它暂时无法归类的"
"21238"	"ZFZTJTRJHKFSJ"	"自服止痛剂、退热剂或抗风湿剂"	"X60.951"	"其它疼痛"
"21239"	"ZFAMY"	"自服安眠药 (T42.703)"	"X61.951"	"其它暂时无法归类的"
"21240"	"ZFBBTLZD"	"自服巴比妥类中毒"	"X61.952"	"中毒"
"21241"	"ZFZJJHCMJGMQYQP"	"自服镇静剂和催眠剂(感冒清、银翘片) (T42.704)"	"X61.953"	"感冒"
"21242"	"KMXPZS"	"卡马西平自杀 (T42.102)"	"X61.954"	"自杀"
"21243"	"BBBTZS"	"苯巴比妥自杀 (T42.304)"	"X61.955"	"自杀"
"21244"	"ADJZS"	"安定剂自杀 (T42.407)"	"X61.956"	"自杀"
"21245"	"XJADZS"	"硝基安定自杀 (T42.410)"	"X61.957"	"自杀"
"21246"	"AMTZS"	"安眠酮自杀 (T42.602)"	"X61.958"	"自杀"
"21247"	"LMNZS"	"利眠宁自杀 (T42.603)"	"X61.959"	"自杀"
"21248"	"LBQZS"	"氯丙嗪自杀 (T43.352)"	"X61.960"	"自杀"
"21249"	"SKMZS"	"速可眠自杀 (T42.605)"	"X61.961"	"自杀"
"21250"	"DLPZS"	"多虑平自杀 (T43.002)"	"X61.962"	"自杀"
"21251"	"FNJZS"	"奋乃静自杀 (T43.301)"	"X61.963"	"自杀"
"21252"	"ANZS"	"安宁自杀 (T43.503)"	"X61.964"	"自杀"
"21253"	"ZFHLY"	"自服海洛因"	"X62.951"	"其它暂时无法归类的"
"21254"	"ZFDLD"	"自服杜冷丁 (T40.402)"	"X62.952"	"其它暂时无法归类的"
"21255"	"ZFKDJNYWD"	"自服抗胆碱能药物的"	"X63.951"	"胆囊疾病"
"21256"	"BDSDMZS"	"吡啶斯的明自杀 (T44.001)"	"X63.952"	"自杀"
"21257"	"ATZS"	"安坦自杀 (T44.305)"	"X63.953"	"自杀"
"21258"	"ATPZS"	"阿托品自杀 (T44.306)"	"X63.954"	"自杀"
"21259"	"ZFAT"	"自服安坦"	"X64.951"	"其它暂时无法归类的"
"21260"	"ZFBYY"	"自服避孕药"	"X64.952"	"其它暂时无法归类的"
"21261"	"ZFYYJ"	"自服异烟肼 (T37.101)"	"X64.953"	"其它暂时无法归类的"
"21262"	"YDHLYWZS"	"洋地黄类药物自杀 (T46.006)"	"X64.954"	"自杀"
"21263"	"LHJZS"	"氯化钾自杀 (T50.302)"	"X64.955"	"自杀"
"21264"	"TZYWZS"	"特指药物自杀 (T50.902)"	"X64.956"	"自杀"
"21265"	"JFZS"	"甲酚自杀 (T49.003)"	"X64.957"	"自杀"
"21266"	"JJZDQTZS"	"酒精中毒(企图自杀) (T51.901)"	"X65.951"	"中毒"
"21267"	"ZFL"	"自服硫"	"X66.951"	"其它暂时无法归类的"
"21268"	"BZS"	"苯自杀 (T52.102)"	"X66.952"	"自杀"
"21269"	"GDFFDQT"	"管道分发的气体"	"X67.951"	"其它暂时无法归类的"
"21270"	"ZFJDCFQ"	"自服机动车废气"	"X67.952"	"其它暂时无法归类的"
"21271"	"YYHTZS"	"一氧化碳自杀 (T58.X04)"	"X67.953"	"自杀"
"21272"	"ZFSCJ"	"自服杀虫剂"	"X68.951"	"其它暂时无法归类的"
"21273"	"ZFSY"	"自服鼠药"	"X68.952"	"其它暂时无法归类的"
"21274"	"ZFYJL"	"自服有机磷 (T60.007)"	"X68.953"	"其它暂时无法归类的"
"21275"	"DDWZS"	"敌敌畏自杀 (T60.005)"	"X68.954"	"自杀"
"21276"	"NYYZS"	"农用药自杀 (T60.901)"	"X68.955"	"自杀"
"21277"	"ZFDZTZYW"	"自服多种特指药物"	"X69.951"	"药物引起的疾病"
"21278"	"ZFFSXWZ"	"自服腐蚀性物质"	"X69.952"	"其它暂时无法归类的"
"21279"	"ZFNY"	"自服农药"	"X69.953"	"其它暂时无法归类的"
"21280"	"YDHZS"	"洋地黄自杀 (T46.004)"	"X69.954"	"自杀"
"21281"	"LSZS"	"硫酸自杀 (T54.201)"	"X69.955"	"自杀"
"21282"	"SXWZS"	"酸性物自杀 (T54.202)"	"X69.956"	"自杀"
"21283"	"GZS"	"汞自杀 (T56.102)"	"X69.957"	"自杀"
"21284"	"ZY"	"自缢"	"X70.951"	"其它暂时无法归类的"
"21285"	"THZS"	"跳河自杀"	"X71.951"	"自杀"
"21286"	"YSQZS"	"用手枪自杀"	"X72.951"	"自杀"
"21287"	"YHQZS"	"用火器自杀"	"X73.951"	"自杀"
"21288"	"YQTHQZS"	"用其他火器自杀"	"X74.951"	"自杀"
"21289"	"YBZWZS"	"用爆炸物自杀"	"X75.951"	"自杀"
"21290"	"YHYZS"	"用火焰自杀"	"X76.951"	"自杀"
"21291"	"YZQZS"	"用蒸气自杀"	"X77.951"	"自杀"
"21292"	"YDHRQZS"	"用刀或锐器自杀"	"X78.951"	"自杀"
"21293"	"YDQZS"	"用钝器自杀"	"X79.951"	"自杀"
"21294"	"CGCTXZS"	"从高处跳下自杀"	"X80.951"	"自杀"
"21295"	"TDZYDWTQZS"	"躺倒在移动物体前自杀"	"X81.951"	"自杀"
"21296"	"WGZS"	"卧轨自杀"	"X81.952"	"自杀"
"21297"	"YJDCLPZZS"	"与机动车辆碰撞自杀"	"X82.951"	"自杀"
"21298"	"YCDZS"	"用触电自杀"	"X83.951"	"自杀"
"21299"	"YDXZS"	"用毒蕈自杀"	"X83.952"	"自杀"
"21300"	"TZDFFZS"	"特指的方法自杀"	"X83.953"	"自杀"
"21301"	"ZS"	"自杀 NOS"	"X84.951"	"自杀"
"21302"	"QTTZDYWHYJJH"	"其他特指的药物和药剂加害"	"X85.951"	"药物引起的疾病"
"21303"	"YYWJHMS"	"用药物加害(谋杀)"	"X85.952"	"药物引起的疾病"
"21304"	"YSLJH"	"用酸类加害"	"X86.951"	"其它暂时无法归类的"
"21305"	"YSCJJH"	"用杀虫剂加害"	"X87.951"	"其它暂时无法归类的"
"21306"	"YQTJH"	"用气体加害"	"X88.951"	"其它暂时无法归类的"
"21307"	"YFLJH"	"用肥料加害"	"X89.951"	"其它暂时无法归类的"
"21308"	"YDWTDJH"	"用毒物(投毒)加害"	"X90.951"	"其它暂时无法归类的"
"21309"	"YXDHJLMH"	"以悬吊和绞勒谋害"	"X91.951"	"其它暂时无法归类的"
"21310"	"YSJH"	"淹死加害"	"X92.951"	"其它暂时无法归类的"
"21311"	"YSQJH"	"用手枪加害"	"X93.951"	"其它暂时无法归类的"
"21312"	"YLQJH"	"用猎枪加害"	"X94.951"	"其它暂时无法归类的"
"21313"	"HQHBZWJH"	"火器和爆炸物加害"	"X95.951"	"其它暂时无法归类的"
"21314"	"QJSJH"	"枪击伤加害"	"X95.952"	"其它暂时无法归类的"
"21315"	"QTTZDHQHBZWJH"	"其他特指的火器和爆炸物加害"	"X95.953"	"其它暂时无法归类的"
"21316"	"YHQHBZWJH"	"以火器和爆炸物加害"	"X96.951"	"其它暂时无法归类的"
"21317"	"ZHMH"	"纵火谋害"	"X97.951"	"其它暂时无法归类的"
"21318"	"YRWTJH"	"用热物体加害"	"X98.951"	"其它热病"
"21319"	"DCKSJH"	"刀刺(砍)伤加害"	"X99.951"	"其它暂时无法归类的"
"21320"	"YDQHTZWJH"	"用钝器或投掷物加害"	"Y00.951"	"其它暂时无法归类的"
"21321"	"CGCTXDMH"	"从高处推下的谋害"	"Y01.951"	"其它暂时无法归类的"
"21322"	"JSHZTXYDWTQJH"	"将受害者推向移动物体前加害"	"Y02.951"	"其它暂时无法归类的"
"21323"	"YJDCLZJJH"	"用机动车辆撞击加害"	"Y03.951"	"其它暂时无法归类的"
"21324"	"DOHZCZSS"	"斗殴或争吵中损伤"	"Y04.951"	"损伤"
"21325"	"DOZBS"	"斗殴中被杀"	"Y04.952"	"其它暂时无法归类的"
"21326"	"FTSXDOHZC"	"非他杀性斗殴或争吵"	"Y04.953"	"其它暂时无法归类的"
"21327"	"BRYS"	"被人咬伤"	"Y04.954"	"咬伤"
"21328"	"QJ"	"强奸"	"Y05.951"	"其它暂时无法归类的"
"21329"	"BPOHBLDHSZLHYQ"	"被配偶或伴侣的忽视照料和遗弃"	"Y06.051"	"视力疾病"
"21330"	"BFMDHSZLHYQ"	"被父母的忽视照料和遗弃"	"Y06.151"	"视力疾病"
"21331"	"BSRHPYDHSZLHYQ"	"被熟人或朋友的忽视照料和遗弃"	"Y06.251"	"视力疾病"
"21332"	"BQTTZRYDHSZLHYQ"	"被其他特指人员的忽视照料和遗弃"	"Y06.851"	"视力疾病"
"21333"	"BWTZRYDHSZLHYQ"	"被未特指人员的忽视照料和遗弃"	"Y06.951"	"视力疾病"
"21334"	"BOHBLDNDZHZ"	"被偶或伴侣的虐待综合征"	"Y07.051"	"其它暂时无法归类的"
"21335"	"BFMDNDZHZ"	"被父母的虐待综合征"	"Y07.151"	"其它暂时无法归类的"
"21336"	"BSRHPYDNDZHZ"	"被熟人或朋友的虐待综合征"	"Y07.251"	"其它暂时无法归类的"
"21337"	"BGFJGDNDZHZ"	"被官方机构的虐待综合征"	"Y07.351"	"其它暂时无法归类的"
"21338"	"BQTTZRYDNDZHZ"	"被其他特指人员的虐待综合征"	"Y07.851"	"其它暂时无法归类的"
"21339"	"BWTZRYDNDZHZ"	"被未特指人员的虐待综合征"	"Y07.951"	"其它暂时无法归类的"
"21340"	"YSMH"	"咬伤谋害"	"Y08.951"	"咬伤"
"21341"	"RYS"	"人咬伤"	"Y08.952"	"咬伤"
"21342"	"BLFYWDTS"	"暴力、非意外的踢伤"	"Y08.953"	"其它暂时无法归类的"
"21343"	"QTHWTZSDJH"	"其他或未特指手段加害"	"Y09.951"	"其它暂时无法归类的"
"21344"	"ASTSMS"	"暗杀、他杀、谋杀 NOS"	"Y09.952"	"其它暂时无法归类的"
"21345"	"SYSYLZDYTBQDD"	"水杨酸盐类中毒，意图不确定的 (T39.053)"	"Y10.951"	"中毒"
"21346"	"BBTYLZDYTBQDD"	"巴比妥盐类中毒，意图不确定的 (T42.352)"	"Y11.951"	"中毒"
"21347"	"ADZDYTBQDD"	"安定中毒，意图不确定的 (T42.409)"	"Y11.952"	"中毒"
"21348"	"AMYZDYTBQDD"	"安眠药中毒，意图不确定的 (T42.702)"	"Y11.953"	"中毒"
"21349"	"YPLZDYTBQDD"	"鸦片类中毒，意图不确定的 (T40.051)"	"Y12.951"	"中毒"
"21350"	"KSSXSNYWZDYTBQDD"	"抗肾上腺素能药物中毒，意图不确定的 (T44.851)"	"Y13.951"	"中毒"
"21351"	"MZYZDYTBQDD"	"麻醉药中毒，意图不确定的 (T41.452)"	"Y14.951"	"中毒"
"21352"	"YDHLYWYWZDYTBQDD"	"洋地黄类药物意外中毒，意图不确定的 (T46.005)"	"Y14.952"	"中毒"
"21353"	"LHJZDYTBQDD"	"氯化钾中毒，意图不确定的  (T50.301)"	"Y14.953"	"中毒"
"21354"	"JJZDYTBQDD"	"酒精中毒，意图不确定的 (T51.051)"	"Y15.951"	"中毒"
"21355"	"BLZDYTBQDD"	"苯类中毒，意图不确定的 (T52.253)"	"Y16.951"	"中毒"
"21356"	"JDCFQZDYTBQDD"	"机动车废气中毒，意图不确定的 (T58.X52)"	"Y17.951"	"中毒"
"21357"	"GDFFCDQTZDYTBQDD"	"管道分发出的气体中毒，意图不确定的 (T59.951)"	"Y17.952"	"中毒"
"21358"	"SCJZDYTBQDD"	"杀虫剂中毒，意图不确定的 (T60.952)"	"Y18.951"	"中毒"
"21359"	"YJLZDYTBQDD"	"有机磷中毒，意图不确定的 (T60.006)"	"Y18.952"	"中毒"
"21360"	"KXHFSXWZYQSS"	"苛性和腐蚀性物质引起烧伤"	"Y19.951"	"烧伤"
"21361"	"SHSS"	"石灰烧伤"	"Y19.952"	"烧伤"
"21362"	"SYQSSRHZL"	"酸引起烧伤(任何种类)"	"Y19.953"	"烧伤"
"21363"	"XDJZDYTBQDD"	"洗涤剂中毒，意图不确定的 (T55.X55)"	"Y19.954"	"中毒"
"21364"	"QTHWTZDGTDYTWZZD"	"其他和未特指的固体的液体物质中毒 (T54.901)"	"Y19.955"	"中毒"
"21365"	"JSDSYTBQDD"	"绞死(吊死)，意图不确定的"	"Y20.951"	"其它暂时无法归类的"
"21366"	"CMYSWYHYYJHBM"	"沉没(淹死)无意或有意加害不明"	"Y21.951"	"其它暂时无法归类的"
"21367"	"YSWTZWYHYYYTBQDD"	"淹死未特指无意或有意，意图不确定的"	"Y21.951"	"其它暂时无法归类的"
"21368"	"SQYQDSSYTBQDD"	"手枪引起的损伤，意图不确定的"	"Y22.951"	"损伤"
"21369"	"BQYQSSYTBQDD"	"步枪引起损伤，意图不确定的"	"Y23.951"	"损伤"
"21370"	"HQYQDSSYTBQDD"	"火器引起的损伤，意图不确定的 NOS"	"Y24.951"	"损伤"
"21371"	"BZWYQDSSYTBQDD"	"爆炸物引起的损伤，意图不确定的"	"Y25.951"	"损伤"
"21372"	"HYQDSSYTBQDD"	"火引起的损伤，意图不确定的"	"Y26.951"	"损伤"
"21373"	"RWTYQDSSYTBQDD"	"热物体引起的损伤，意图不确定的"	"Y27.951"	"损伤"
"21374"	"KS"	"砍伤"	"Y28.951"	"其它暂时无法归类的"
"21375"	"YWCSYTBQDD"	"意外刺伤，意图不确定的"	"Y28.951"	"其它暂时无法归类的"
"21376"	"DQSSYTBQDD"	"钝器损伤，意图不确定的"	"Y29.951"	"损伤"
"21377"	"JZFDQZLYTBQDD"	"居住房地区坠落，意图不确定的"	"Y30.051"	"其它暂时无法归类的"
"21378"	"TWZYDWTQYQDSSYTBQDD"	"躺卧在移动物体前引起的损伤，意图不确定的"	"Y31.951"	"损伤"
"21379"	"JDCLDPZYQDSSYTBQDD"	"机动车辆的碰撞引起的损伤，意图不确定的"	"Y32.951"	"损伤"
"21380"	"QTTZSJYQDSSYTBQDD"	"其他特指事件引起的损伤，意图不确定的"	"Y33.951"	"损伤"
"21381"	"YYHWYDSS"	"有意或无意的损伤 NOS"	"Y34.951"	"损伤"
